CLAVE_CLIENTE,UNIDAD_NEGOCIO,EMISORA_FONDO,CATEGORIA_OP,DESC_CE_FINANCIERO,SALDO_CONTRATO,SALDO_CLIENTE,DESC_TIPO_PERS,STATUS_BE
92929728,CASA DE BOLSA,IMPULSA   ,FONDO,YUC MERIDA PLAZA LUXUS ALTABRISA,131689.05,131689.05,PERSONA FISICA,#N/A
90069410,CASA DE BOLSA,ACTIMED   ,FONDO,MICH MOR AV LAZARO CARDENAS,714736.28,714820.28,PERSONA FISICA,#N/A
95820106,CASA DE BOLSA,VTLS-RV   ,FONDO,SIN CENTRO FINANCIERO,140334673.3,140334673.3,PERSONA MORAL,#N/A
95691960,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,493246.5,493246.5,PERSONA FISICA,#N/A
94351731,CASA DE BOLSA,DINAMO    ,FONDO,CD MX JULIO VERNE POLANCO,645482.92,645482.92,PERSONA FISICA,#N/A
92973569,CASA DE BOLSA,DINAMO    ,FONDO,COAH TORREON B INDEPENDENCIA,7496070.73,8315766.86,PERSONA FISICA,#N/A
95903167,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,1027831.95,1027831.95,PERSONA FISICA,#N/A
95521092,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX MONTES URALES,102025.33,102185.32,PERSONA FISICA,ENROLADO
95501706,CASA DE BOLSA,ALTERNA   ,FONDO,EDO MEX METEPEC PLAZA IZAR,181612.66,182282.96,PERSONA FISICA,ENROLADO
94141801,CASA DE BOLSA,ACTIREN   ,FONDO,SON HERMOSILLO PLAZA ANDENES,596869.71,596869.71,PERSONA FISICA,#N/A
95990081,CASA DE BOLSA,ACTIMED   ,FONDO,NL SAN PEDRO VALLE,731228.83,731228.83,PERSONA FISICA,#N/A
95903076,CASA DE BOLSA,DINAMO    ,FONDO,JAL ZAPOPAN ANDARES CB,20689036.69,56587966.47,PERSONA FISICA,#N/A
95929147,CASA DE BOLSA,ACTIMED   ,FONDO,NL SAN PEDRO VALLE,3597545.38,3597545.38,PERSONA FISICA,#N/A
93687689,CASA DE BOLSA,ACTIGOB   ,FONDO,PERSONAL ACTINVER,3559074.29,3559074.29,PERSONA MORAL,#N/A
90106824,CASA DE BOLSA,ACTVIDA   ,FONDO,CD MX MONTES URALES,103911.78,103911.78,PERSONA FISICA,#N/A
90017104,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX MONTES URALES,412605.84,412605.84,PERSONA FISICA,#N/A
95547709,CASA DE BOLSA,ACTIMED   ,FONDO,YUC MERIDA PLAZA LUXUS ALTABRISA,200313.8,1521073.18,PERSONA FISICA,#N/A
95594388,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,1975703.21,1975703.21,PERSONA FISICA,#N/A
93679389,CASA DE BOLSA,ACTI500   ,FONDO,MICH MOR AV LAZARO CARDENAS,397876.83,397876.83,PERSONA FISICA,#N/A
96045414,CASA DE BOLSA,ACTIGOB   ,FONDO,CD MX SANTA FE BANCO PB,16370462.47,16370462.47,PERSONA MORAL,#N/A
93193688,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX JULIO VERNE POLANCO,1801954.14,3402715.95,PERSONA FISICA,#N/A
90065418,CASA DE BOLSA,IMPULSA   ,FONDO,CD MX TERRAZA PEDREGAL,112114.83,112114.83,PERSONA FISICA,#N/A
90588708,CASA DE BOLSA,ALTERNA   ,FONDO,EDO MEX TECAMACHALCO,1574068.93,1574068.93,PERSONA FISICA,#N/A
96004114,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,1182687.07,1182687.07,PERSONA MORAL,#N/A
93553444,CASA DE BOLSA,ALTERNA   ,FONDO,JAL ZAPOPAN ANDARES CB,2502964.24,2502964.24,PERSONA FISICA,#N/A
93543254,CASA DE BOLSA,ACTIREN   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,575541.46,575541.49,PERSONA FISICA,#N/A
90348467,CASA DE BOLSA,ACTIREN   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,24980.93,32980.93,PERSONA FISICA,#N/A
93716942,CASA DE BOLSA,ACTIGOB   ,FONDO,CD MX CORPORATIVO,55232156.82,877467779.4,PERSONA MORAL,#N/A
94742723,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX JULIO VERNE POLANCO,6042548.94,6042548.94,PERSONA FISICA,#N/A
95820023,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,142816459.6,142816459.6,PERSONA MORAL,#N/A
96123922,CASA DE BOLSA,ACTIGOB   ,FONDO,CD MX CORPORATIVO,3567381.77,3567381.77,PERSONA MORAL,#N/A
90018201,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,485965.84,485965.84,PERSONA FISICA,#N/A
93814275,CASA DE BOLSA,ACTIREN   ,FONDO,,0,21245.41,PERSONA FISICA,#N/A
95669834,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,1119879.85,1119879.85,PERSONA FISICA,#N/A
95059929,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX MONTES URALES,64763,64763,PERSONA FISICA,ENROLADO
95962221,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX ALTAVISTA,66735.47,66735.47,PERSONA FISICA,#N/A
90178807,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX MONTES URALES,274625.88,274625.88,PERSONA FISICA,ENROLADO
90035148,CASA DE BOLSA,ACTIMED   ,FONDO,EDO MEX SATELITE,878147.61,878147.61,PERSONA FISICA,#N/A
90122243,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,6470010,6793122.29,PERSONA FISICA,#N/A
94070547,CASA DE BOLSA,IMPULSA   ,FONDO,CD MX MONTES URALES,519324.15,519324.15,PERSONA FISICA,ENROLADO
93734580,CASA DE BOLSA,ACTI500   ,FONDO,CHIH CHIH AV DE LA JUVENTUD,702503611.1,702503611.1,PERSONA MORAL,#N/A
93706836,CASA DE BOLSA,ALTERNA   ,FONDO,QRO QUERETARO BERNARDO QUINTANA,249304.97,249343.42,PERSONA FISICA,ENROLADO
95670493,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,3857558.9,3857558.9,PERSONA FISICA,#N/A
90183229,CASA DE BOLSA,ACTICRE   ,FONDO,SON HERMOSILLO PLAZA ANDENES,406253.89,406435.57,PERSONA FISICA,#N/A
91914416,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX MONTES URALES,999974.68,999974.68,PERSONA FISICA,ENROLADO
95735692,CASA DE BOLSA,ACTVIDA   ,FONDO,CHIH CD JUAREZ PLAZA ODORE,8486733.16,8486733.16,PERSONA FISICA,#N/A
95912598,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX PATIO UNIVERSIDAD,1027505.51,1031765.83,PERSONA FISICA,#N/A
96104351,CASA DE BOLSA,ACTIMED   ,FONDO,QROO CANCUN PLAZA HOLLYWOOD,305920.41,305921.19,PERSONA FISICA,#N/A
93903698,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,88046.16,88046.23,PERSONA FISICA,#N/A
90009739,CASA DE BOLSA,IMPULSA   ,FONDO,QRO QUERETARO BERNARDO QUINTANA,794757.67,794757.67,PERSONA FISICA,#N/A
90261140,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX TERRAZA PEDREGAL,84241.66,84242.62,PERSONA FISICA,ENROLADO
90110818,CASA DE BOLSA,ACTIMED   ,FONDO,NL SAN PEDRO VALLE,60583.63,61193.88,PERSONA FISICA,#N/A
94535234,CASA DE BOLSA,ACTIGOB   ,FONDO,SIN MAZATLAN AV DEL MAR,212462.03,212502.24,PERSONA FISICA,#N/A
95672275,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,13023097.44,13023097.44,PERSONA FISICA,#N/A
90215161,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX MONTES URALES,301260.77,301260.77,PERSONA FISICA,ENROLADO
95124343,CASA DE BOLSA,DINAMO    ,FONDO,CD MX SANTA FE GLEZ CAMARENA,5096532.59,22985509.51,PERSONA FISICA,#N/A
92416049,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX XOLA,7090235.77,8271826.02,PERSONA FISICA,#N/A
91494054,CASA DE BOLSA,ACTIMED   ,FONDO,QROO CANCUN PLAZA HOLLYWOOD,12129570.02,12129570.02,PERSONA FISICA,#N/A
95882460,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX MONTES URALES,81001.86,81002.6,PERSONA FISICA,ENROLADO
96008040,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX ALTAVISTA,2201657.77,2201658.3,PERSONA FISICA,#N/A
90098948,CASA DE BOLSA,IMPULSA   ,FONDO,CHIH CD JUAREZ PLAZA ODORE,5833039.95,5833045.65,PERSONA FISICA,#N/A
95246872,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX MONTES URALES,64973.71,64973.71,PERSONA FISICA,#N/A
95644142,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,1117321.49,1117321.49,PERSONA FISICA,#N/A
96037379,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,338380.97,338380.97,PERSONA FISICA,#N/A
95635785,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,91114.96,91114.96,PERSONA FISICA,#N/A
95897732,CASA DE BOLSA,PROTEGE   ,FONDO,PUE CHOLULA CITY ANGELOPOLIS,183569.74,183569.74,PERSONA FISICA,ENROLADO
95492534,CASA DE BOLSA,ALTERNA   ,FONDO,CHIH CD JUAREZ PLAZA ODORE,8167811.73,8167811.73,PERSONA FISICA,#N/A
93285898,CASA DE BOLSA,IMPULSA   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,408437.52,408437.52,PERSONA FISICA,#N/A
95939161,CASA DE BOLSA,ALTERNA   ,FONDO,JAL ZAPOPAN PLAZA PATRIA,94735.72,94735.72,PERSONA FISICA,#N/A
95998118,CASA DE BOLSA,ACTIMED   ,FONDO,TAMPS TAMPICO AV HIDALGO,885655.19,885705.35,PERSONA FISICA,#N/A
93260263,CASA DE BOLSA,ACTICRE   ,FONDO,CD MX MONTES URALES,316199.51,318241.54,PERSONA FISICA,ENROLADO
90203787,CASA DE BOLSA,ACTIREN   ,FONDO,CD MX SANTA FE BANCO PB,540094.81,540094.81,PERSONA MORAL,#N/A
93738854,CASA DE BOLSA,ACTIMED   ,FONDO,EDO MEX TECAMACHALCO,158613.59,158613.59,PERSONA FISICA,#N/A
93560118,CASA DE BOLSA,ALTERNA   ,FONDO,AGS AGUASCALIENTES NTE 509,4993476.16,4993536.62,PERSONA FISICA,#N/A
90001967,CASA DE BOLSA,ACTIMED   ,FONDO,SIN CENTRO FINANCIERO,1426233.85,12488963.26,PERSONA FISICA,#N/A
93771020,CASA DE BOLSA,ACTIMED   ,FONDO,SIN CENTRO FINANCIERO,1392170.76,1422700.51,PERSONA FISICA,#N/A
92568450,CASA DE BOLSA,ACTICRE   ,FONDO,CD MX ALTAVISTA,5063362.84,5063363.71,PERSONA FISICA,#N/A
93837409,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX MONTES URALES,518011.93,518012.24,PERSONA FISICA,#N/A
93989978,CASA DE BOLSA,ACTIREN   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,3946770.61,4019949.04,PERSONA FISICA,#N/A
90313297,CASA DE BOLSA,ACTIREN   ,FONDO,CD MX MONTES URALES (CORPORATIVO),7914129.51,7914129.51,PERSONA FISICA,#N/A
93518918,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX MONTES URALES (CORPORATIVO),5087169.54,5524656.78,PERSONA FISICA,ENROLADO
93786366,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,226792.4,226792.4,PERSONA FISICA,#N/A
95948444,CASA DE BOLSA,SNX       ,FONDO,SIN CENTRO FINANCIERO,202833.45,202833.45,PERSONA FISICA,#N/A
90210030,CASA DE BOLSA,ACTVIDA   ,FONDO,CHIH CD JUAREZ PLAZA ODORE,3121515.73,3711780.55,PERSONA FISICA,#N/A
90035239,CASA DE BOLSA,ACTIMED   ,FONDO,SIN CENTRO FINANCIERO,327468.31,327468.31,PERSONA FISICA,#N/A
95212221,CASA DE BOLSA,EVEREST   ,FONDO,JAL ZAPOPAN ANDARES CB,6423882.13,6423882.13,PERSONA FISICA,#N/A
95115978,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX LINDAVISTA,1251208.63,1926111.73,PERSONA FISICA,#N/A
90211897,CASA DE BOLSA,IMPULSA   ,FONDO,CD MX CORPORATIVO,671236.2,671236.2,PERSONA FISICA,#N/A
90929167,CASA DE BOLSA,IMPULSA   ,FONDO,JAL ZAPOPAN MARIANO OTERO,1407886.9,3880590.53,PERSONA FISICA,#N/A
93709731,CASA DE BOLSA,ACTIMED   ,FONDO,SON CIUDAD OBREGON MIGUEL ALEMAN,7472863.6,7472863.6,PERSONA FISICA,ENROLADO
95888616,CASA DE BOLSA,ALTERNA   ,FONDO,GTO SMA PLAZA LUCIERNAGA,501083.83,506322.93,PERSONA FISICA,#N/A
90054834,CASA DE BOLSA,PROTEGE   ,FONDO,CD MX ALTAVISTA,236525.48,236525.48,PERSONA FISICA,#N/A
93925584,CASA DE BOLSA,ALTERNA   ,FONDO,JAL ZAPOPAN ANDARES CB,10036389.73,14910080.68,PERSONA FISICA,#N/A
95637617,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,646332.33,646332.33,PERSONA FISICA,#N/A
90212069,CASA DE BOLSA,ACTIGOB   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,1080159.56,1080159.61,PERSONA FISICA,#N/A
95933222,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,2872984.53,2872984.53,PERSONA MORAL,#N/A
93209948,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,715336992.5,715343070.4,PERSONA FISICA,#N/A
95201489,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX MONTES URALES,152939.37,152939.37,PERSONA FISICA,#N/A
95617262,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,7006733.33,7006733.33,PERSONA FISICA,#N/A
95883500,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX ALTAVISTA,66936.58,66936.58,PERSONA FISICA,#N/A
95509485,CASA DE BOLSA,ACTIMED   ,FONDO,NL SAN PEDRO VALLE,209896639.1,209896639.1,PERSONA MORAL,#N/A
95949327,CASA DE BOLSA,ACTIMED   ,FONDO,NL SAN PEDRO VALLE,790398.88,790398.88,PERSONA FISICA,#N/A
95576039,CASA DE BOLSA,ACTIMED   ,FONDO,SON HERMOSILLO PLAZA ANDENES,87810.59,87810.59,PERSONA FISICA,#N/A
93797892,CASA DE BOLSA,ACTIMED   ,FONDO,NL SAN PEDRO VALLE,32667497.52,32667497.52,PERSONA MORAL,#N/A
93536498,CASA DE BOLSA,VTLS-RV   ,FONDO,SIN CENTRO FINANCIERO,349698.46,349698.46,PERSONA FISICA,#N/A
90511064,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX LINDAVISTA,1134048.95,1639369.06,PERSONA FISICA,#N/A
90139171,CASA DE BOLSA,ACTIREN   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,962403.83,962403.83,PERSONA FISICA,#N/A
93720894,CASA DE BOLSA,ACTIMED   ,FONDO,JAL ZAPOPAN PLAZA PATRIA,2110699.29,2912870.23,PERSONA FISICA,#N/A
95071510,CASA DE BOLSA,ACTIREN   ,FONDO,SIN CENTRO FINANCIERO,140890.43,140890.43,PERSONA FISICA,#N/A
95713418,CASA DE BOLSA,ACTICRE   ,FONDO,AGS AGUASCALIENTES NTE 509,131557.38,186484.28,PERSONA FISICA,#N/A
94711546,CASA DE BOLSA,SNX       ,FONDO,SIN CENTRO FINANCIERO,11262490.74,11262490.74,PERSONA FISICA,#N/A
95092946,CASA DE BOLSA,DINAMO    ,FONDO,CD MX SANTA FE GLEZ CAMARENA,5150581.86,10965476.23,PERSONA FISICA,#N/A
90024571,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,26689.11,26689.11,PERSONA FISICA,#N/A
95729224,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX LINDAVISTA,1977520.8,1978204.25,PERSONA FISICA,#N/A
94943073,CASA DE BOLSA,ACTIREN   ,FONDO,MICH MOR AV LAZARO CARDENAS,4673.54,4673.54,PERSONA FISICA,#N/A
90013087,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,8659.57,8659.57,PERSONA MORAL,#N/A
93610103,CASA DE BOLSA,MAXIMO    ,FONDO,NL MTY VISTA HERMOSA,1517098.38,4943346.3,PERSONA FISICA,#N/A
95726006,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,9265842.31,9265842.31,PERSONA FISICA,#N/A
95476974,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX TERRAZA PEDREGAL,915238.57,4609349.48,PERSONA FISICA,#N/A
96008966,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX CORPORATIVO,3660507.99,3660507.99,PERSONA MORAL,#N/A
93708147,CASA DE BOLSA,ACTI500   ,FONDO,CD MX MONTES URALES (CORPORATIVO),1810525.31,2115526.46,PERSONA FISICA,#N/A
94879368,CASA DE BOLSA,ALTERNA   ,FONDO,SIN CENTRO FINANCIERO,720490.28,720490.28,PERSONA FISICA,#N/A
93774529,CASA DE BOLSA,ACTIGOB   ,FONDO,CD MX MONTES URALES (CORPORATIVO),413837.11,413837.11,PERSONA FISICA,#N/A
93866838,CASA DE BOLSA,ACTIREN   ,FONDO,CD MX JULIO VERNE POLANCO,864741.57,902348.65,PERSONA FISICA,#N/A
95358354,CASA DE BOLSA,ACTICRE   ,FONDO,NL SAN PEDRO VALLE,3361984.12,3375476.61,PERSONA FISICA,#N/A
95697975,CASA DE BOLSA,ACTIREN   ,FONDO,JAL ZAPOPAN MARIANO OTERO,906558.17,906558.17,PERSONA FISICA,#N/A
95104188,CASA DE BOLSA,ACTIMED   ,FONDO,SIN CENTRO FINANCIERO,199823.27,1222156.36,PERSONA FISICA,#N/A
95470043,CASA DE BOLSA,ACTICOB   ,FONDO,CD MX MONTES URALES,3097.33,11801.26,PERSONA FISICA,ENROLADO
95668836,CASA DE BOLSA,VTLS-RV   ,FONDO,SIN CENTRO FINANCIERO,3965543.41,3965543.41,PERSONA FISICA,#N/A
93665743,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,12012374.65,14537061.21,PERSONA FISICA,#N/A
90068065,CASA DE BOLSA,ACTIREN   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,1022455.25,1022455.25,PERSONA FISICA,#N/A
90188574,CASA DE BOLSA,ACTIG+    ,FONDO,QRO QUERETARO BERNARDO QUINTANA,129667.31,129667.31,PERSONA FISICA,ENROLADO
95060406,CASA DE BOLSA,IMPULSA   ,FONDO,COAH TORREON B INDEPENDENCIA,7792826.54,8127386.84,PERSONA FISICA,#N/A
93619872,CASA DE BOLSA,ACTI500   ,FONDO,EDO MEX GT LOMAS VERDES,585244.47,585244.47,PERSONA FISICA,#N/A
93613941,CASA DE BOLSA,ACTIREN   ,FONDO,CD MX TERRAZA PEDREGAL,155810.05,268596.69,PERSONA FISICA,#N/A
95491718,CASA DE BOLSA,ACTIREN   ,FONDO,EDO MEX SATELITE,20473.48,20473.48,PERSONA FISICA,#N/A
94123957,CASA DE BOLSA,ACTICRE   ,FONDO,CD MX ALTAVISTA,52337367.22,55525354.19,PERSONA FISICA,#N/A
96050752,CASA DE BOLSA,SALUD,FONDO,COAH SALTILLO PARQUE CENTRO,18983635.46,18983635.46,PERSONA FISICA,#N/A
95255527,CASA DE BOLSA,ACTIMED   ,FONDO,CD MX JULIO VERNE POLANCO,3039.94,3039.94,PERSONA FISICA,ENROLADO
96116231,CASA DE BOLSA,ACTIMED   ,FONDO,QROO CANCUN PLAZA HOLLYWOOD,801685.54,801685.54,PERSONA FISICA,#N/A
90018110,CASA DE BOLSA,ACTICOB   ,FONDO,EDO MEX SATELITE,631462.55,631546.92,PERSONA FISICA,ENROLADO
95768032,CASA DE BOLSA,ACTIG+    ,FONDO,EDO MEX SATELITE,3018852.34,30975577.97,PERSONA FISICA,#N/A
90366600,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX LINDAVISTA,1097896.1,3097896.1,PERSONA FISICA,#N/A
93630473,CASA DE BOLSA,ACTIVAR   ,FONDO,SIN LOS MOCHIS PLAZA ROSALES,720317865.4,720328217.2,PERSONA FISICA,#N/A
94186038,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX SANTA FE BANCO PB,1771851.13,1772303.05,PERSONA FISICA,#N/A
90363904,CASA DE BOLSA,DINAMO    ,FONDO,CD MX MONTES URALES,384261.54,422914.09,PERSONA FISICA,ENROLADO
93794360,CASA DE BOLSA,ALTERNA   ,FONDO,CD MX MONTES URALES,574875.29,898809.81,PERSONA FISICA,#N/A
93698280,CASA DE BOLSA,DINAMO    ,FONDO,JAL ZAPOPAN ANDARES CB,7178873.57,32551797.04,PERSONA FISICA,#N/A
90058132,CASA DE BOLSA,ACTIREN   ,FONDO,,0,48.88,PERSONA FISICA,#N/A
95210415,CASA DE BOLSA,ACTIMED   ,FONDO,NL SAN PEDRO VALLE,245967880.2,49737142.5,PERSONA MORAL,#N/A
93853109,CASA DE BOLSA,ACTIGOB   ,FONDO,CD MX PATIO UNIVERSIDAD,199999.99,200000.11,PERSONA FISICA,#N/A
90136771,CASA DE BOLSA,ACTIMED   ,FONDO,PUE CHOLULA CITY ANGELOPOLIS,5127418.83,5127418.83,PERSONA FISICA,#N/A
95898219,CASA DE BOLSA,ACTIMED   ,FONDO,NL SAN PEDRO VALLE,165738599.9,165738599.9,PERSONA MORAL,#N/A
93891174,CASA DE BOLSA,SNX       ,FONDO,CD MX SANTA FE GLEZ CAMARENA,2832834.53,8374143.53,PERSONA FISICA,#N/A
90003849,CASA DE BOLSA,ACTIG+    ,FONDO,SIN CENTRO FINANCIERO,355757.12,355757.12,PERSONA MORAL,#N/A
95834156,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,5850567.29,5850567.29,PERSONA MORAL,#N/A
95835930,CASA DE BOLSA,VTLS-RF   ,FONDO,SIN CENTRO FINANCIERO,688161.68,688161.68,PERSONA MORAL,#N/A
91590778,CASA DE BOLSA,ACTIMED   ,FONDO,MOR CUERNAVACA DOMINGO DIEZ,1875326.25,1875326.25,PERSONA FISICA,#N/A
90002627,CASA DE BOLSA,ACTIREN   ,FONDO,YUC MERIDA PLAZA LUXUS ALTABRISA,3281681.46,3281681.49,PERSONA FISICA,#N/A
90104241,CASA DE BOLSA,ACTICOB   ,FONDO,CD MX MONTES URALES (CORPORATIVO),35219606,51804411.71,PERSONA FISICA,#N/A
94569688,CASA DE BOLSA,ACTIREN   ,FONDO,,0,0,,#N/A
90338526,CASA DE BOLSA,ACTIREN   ,FONDO,,0,0,,#N/A
96065321,CASA DE BOLSA,ACTIMED   ,FONDO,QRO QUERETARO BERNARDO QUINTANA,100899.34,100899.34,PERSONA FISICA,#N/A
95819975,CASA DE BOLSA,VTLS-RV   ,FONDO,SIN CENTRO FINANCIERO,4409609.43,4409609.43,PERSONA MORAL,#N/A
95306601,CASA DE BOLSA,DINAMO    ,FONDO,SIN CULIACAN TORRE STA MARIA,10171735.54,11169956.49,PERSONA FISICA,#N/A
91257535,CASA DE BOLSA,ACTIMED   ,FONDO,JAL ZAPOPAN MARIANO OTERO,861910.3,1170347.52,PERSONA FISICA,#N/A
93616787,CASA DE BOLSA,ACTIREN   ,FONDO,CD MX PATIO UNIVERSIDAD,991386.55,1573371.34,PERSONA FISICA,#N/A
95561072,CASA DE BOLSA,ACTIREN   ,FONDO,,0,0,,#N/A
94352127,CASA DE BOLSA,ACTIVAR   ,FONDO,,0,0,,#N/A
95898490,CASA DE BOLSA,ACTIG+    ,FONDO,,0,0,,#N/A
93451821,CASA DE BOLSA,ACTIREN   ,FONDO,,0,0,,#N/A
95680666,CASA DE BOLSA,VTLS-RF   ,FONDO,,0,0,,#N/A
90136094,CASA DE BOLSA,ACTIMED   ,FONDO,,0,0,,#N/A
95210399,CASA DE BOLSA,ACTIMED   ,FONDO,,0,0,,#N/A
93868289,CASA DE BOLSA,ACTIMED   ,FONDO,,0,0,,#N/A
94762309,CASA DE BOLSA,DINAMO    ,FONDO,CD MX SANTA FE GLEZ CAMARENA,5097956.84,6148058.86,PERSONA FISICA,#N/A
93530277,BURSANET,ACTIREN   ,FONDO,SIN MAZATLAN AV DEL MAR,311198.49,2237120.7,PERSONA FISICA,ENROLADO
90836883,BURSANET,ACTIREN   ,FONDO,SIN CENTRO FINANCIERO,27571.98,497814.59,PERSONA FISICA,ENROLADO
95819462,BURSANET,ACTIREN   ,FONDO,SIN CENTRO FINANCIERO,248907.25,248907.25,PERSONA FISICA,ENROLADO
93671147,BURSANET,ACTIREN   ,FONDO,SIN CENTRO FINANCIERO,210739.02,530739.02,PERSONA FISICA,ENROLADO
93786325,BURSANET,ALTERNA   ,FONDO,SIN CENTRO FINANCIERO,22996.04,52801.52,PERSONA FISICA,ENROLADO
95736351,BURSANET,ACTIGOB   ,FONDO,CD MX CORPORATIVO,212892.12,212892.12,PERSONA FISICA,ENROLADO
93877215,BURSANET,ACTIREN   ,FONDO,SIN CENTRO FINANCIERO,444983.71,444983.71,PERSONA FISICA,ENROLADO
94624483,BURSANET,ACTICOB   ,FONDO,CHIH CHIH AV DE LA JUVENTUD,1182274.08,1182274.08,PERSONA FISICA,ENROLADO
90401035,BURSANET,ACTIVAR   ,FONDO,SIN CENTRO FINANCIERO,34530.71,34530.71,PERSONA FISICA,ENROLADO
93596633,BURSANET,ACTIREN   ,FONDO,SIN CENTRO FINANCIERO,1168.47,1211.94,PERSONA FISICA,ENROLADO
95930608,BURSANET,ACTIREN   ,FONDO,SIN CENTRO FINANCIERO,306872.43,306872.43,PERSONA FISICA,ENROLADO
90190679,BURSANET,ACTIREN   ,FONDO,SIN CENTRO FINANCIERO,274662.32,274662.32,PERSONA FISICA,ENROLADO
90211095,BURSANET,ACTIREN   ,FONDO,SIN CENTRO FINANCIERO,1521.27,1521.27,PERSONA FISICA,ENROLADO
90231226,BURSANET,ACTIREN   ,FONDO,EDO MEX SATELITE,1193311.31,1193311.31,PERSONA FISICA,ENROLADO
94551496,BURSANET,ACTIMED   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,122313.97,122313.97,PERSONA FISICA,ENROLADO
95765368,BURSANET,ACTI500   ,FONDO,CD MX CORPORATIVO,112970.48,397645.31,PERSONA FISICA,ENROLADO
94965860,BURSANET,ACTIREN   ,FONDO,SIN CENTRO FINANCIERO,1207974.11,1207974.11,PERSONA FISICA,ENROLADO
93817641,BURSANET,ACTI500   ,FONDO,CD MX SANTA FE GLEZ CAMARENA,1121783.38,1121783.38,PERSONA FISICA,ENROLADO
93749943,BURSANET,ACTIMED   ,FONDO,SIN CENTRO FINANCIERO,1377037.22,2455424.51,PERSONA FISICA,ENROLADO
95767216,BURSANET,ACTIREN   ,FONDO,CD MX CORPORATIVO,11050.67,11050.67,PERSONA FISICA,ENROLADO
