CLAVE_CLIENTE,UNIDAD_NEGOCIO,EMISORA_FONDO,CATEGORIA_OP,SALDO_CONTRATO,SALDO_CLIENTE,DESC_TIPO_PERS,ENTIDAD_FEDERATIVA,GENERO,EDAD,STATUS_BE,DESC_CE_FINANCIERO,LAT,LONG
93971570,CASA DE BOLSA,EFECTIVO,,604858.94,604858.94,PERSONA FISICA,AGUASCALIENTES,FEMENINO,72,#N/A,AGS AGUASCALIENTES NTE 509,21.8853,102.2916
90035239,CASA DE BOLSA,ACTIMED   ,FONDO,327468.31,327468.31,PERSONA FISICA,CIUDAD DE MÉXICO,FEMENINO,85,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
93884369,CASA DE BOLSA,EFECTIVO,,2005846.74,2016009.67,PERSONA FISICA,CDMX,FEMENINO,77,#N/A,CD MX JULIO VERNE POLANCO,19.4285,99.1277
95212221,CASA DE BOLSA,EVEREST   ,FONDO,6423882.13,6423882.13,PERSONA FISICA,JALISCO,MASCULINO,44,#N/A,JAL ZAPOPAN ANDARES CB,20.6595,103.3494
95115978,CASA DE BOLSA,ALTERNA   ,FONDO,1251208.63,1926111.73,PERSONA FISICA,CDMX,MASCULINO,57,#N/A,CD MX LINDAVISTA,19.4285,99.1277
90211897,CASA DE BOLSA,IMPULSA   ,FONDO,671236.2,671236.2,PERSONA FISICA,CDMX,MASCULINO,50,#N/A,CD MX CORPORATIVO,19.4285,99.1277
91629501,CASA DE BOLSA,EFECTIVO,,403052.88,430184.92,PERSONA FISICA,CDMX,MASCULINO,35,ENROLADO,CD MX SANTA FE BANCO PB,19.4285,99.1277
90929167,CASA DE BOLSA,IMPULSA   ,FONDO,1407886.9,3880590.53,PERSONA FISICA,JALISCO,MASCULINO,51,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93709731,CASA DE BOLSA,ACTIMED   ,FONDO,7472863.6,7472863.6,PERSONA FISICA,SONORA,FEMENINO,50,ENROLADO,SON CIUDAD OBREGON MIGUEL ALEMAN,29.2972,110.3309
95888616,CASA DE BOLSA,ALTERNA   ,FONDO,501083.83,506322.93,PERSONA FISICA,GUANAJUATO,FEMENINO,66,#N/A,GTO SMA PLAZA LUCIERNAGA,21.019,101.2574
95866299,CASA DE BOLSA,EFECTIVO,,1988.07,2085.68,PERSONA FISICA,EDOMEX,MASCULINO,55,#N/A,EDO MEX TOLUCA V CARRANZA,19.4969,99.7233
90054834,CASA DE BOLSA,PROTEGE   ,FONDO,236525.48,236525.48,PERSONA FISICA,CDMX,FEMENINO,29,#N/A,CD MX ALTAVISTA,19.4285,99.1277
90034364,CASA DE BOLSA,WALMEX    ,CAPITALES,426831.13,426831.13,PERSONA FISICA,MORELOS,MASCULINO,85,#N/A,MOR CUERNAVACA DOMINGO DIEZ,18.6813,99.1013
93925584,CASA DE BOLSA,ALTERNA   ,FONDO,10036389.73,14910080.68,PERSONA FISICA,JALISCO,MASCULINO,74,#N/A,JAL ZAPOPAN ANDARES CB,20.6595,103.3494
95071510,CASA DE BOLSA,ACTIREN   ,FONDO,140890.43,140890.43,PERSONA FISICA,SINALOA,FEMENINO,52,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
90164930,CASA DE BOLSA,EFECTIVO,,10943631.67,10943631.67,PERSONA FISICA,CDMX,FEMENINO,75,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
90014952,CASA DE BOLSA,EFECTIVO,,105367.67,105367.67,PERSONA FISICA,QUERETARO,MASCULINO,30,#N/A,QRO QUERETARO BERNARDO QUINTANA,20.5888,100.3899
90212069,CASA DE BOLSA,ACTIGOB   ,FONDO,1080159.56,1080159.61,PERSONA FISICA,CDMX,FEMENINO,47,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95726006,CASA DE BOLSA,VTLS-RF   ,FONDO,9265842.31,9265842.31,PERSONA FISICA,SINALOA,MASCULINO,69,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
94879368,CASA DE BOLSA,ALTERNA   ,FONDO,720490.28,720490.28,PERSONA FISICA,SINALOA,FEMENINO,74,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
90114513,CASA DE BOLSA,EFECTIVO,,70630.75,70630.75,PERSONA FISICA,EDOMEX,FEMENINO,35,#N/A,EDO MEX METEPEC PLAZA IZAR,19.4969,99.7233
94363447,CASA DE BOLSA,EFECTIVO,,574780.68,574780.68,PERSONA FISICA,CDMX,FEMENINO,68,#N/A,CD MX PATIO UNIVERSIDAD,19.4285,99.1277
95104188,CASA DE BOLSA,ACTIMED   ,FONDO,199823.27,1222156.36,PERSONA FISICA,SINALOA,FEMENINO,51,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
95201489,CASA DE BOLSA,ACTIMED   ,FONDO,152939.37,152939.37,PERSONA FISICA,CDMX,FEMENINO,40,#N/A,CD MX MONTES URALES,19.4285,99.1277
93704310,CASA DE BOLSA,EFECTIVO,,20183.7,27237.1,PERSONA FISICA,CDMX,MASCULINO,76,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95668836,CASA DE BOLSA,VTLS-RV   ,FONDO,3965543.41,3965543.41,PERSONA FISICA,SINALOA,FEMENINO,50,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
95883500,CASA DE BOLSA,ALTERNA   ,FONDO,66936.58,66936.58,PERSONA FISICA,CDMX,FEMENINO,40,#N/A,CD MX ALTAVISTA,19.4285,99.1277
90068123,CASA DE BOLSA,EFECTIVO,,649583.82,649583.82,PERSONA FISICA,NUEVO LEÓN,MASCULINO,84,#N/A,NL MTY VISTA HERMOSA,#N/A,#N/A
95509485,CASA DE BOLSA,ACTIMED   ,FONDO,209896639.1,209896639.1,PERSONA MORAL,NUEVO LEÓN,SIN GENERO,PM,#N/A,NL SAN PEDRO VALLE,#N/A,#N/A
95695359,CASA DE BOLSA,SPXS      ,CAPITALES,333319.65,333319.65,PERSONA FISICA,CDMX,MASCULINO,58,ENROLADO,CD MX TERRAZA PEDREGAL,19.4285,99.1277
95949327,CASA DE BOLSA,ACTIMED   ,FONDO,790398.88,790398.88,PERSONA FISICA,NUEVO LEÓN,MASCULINO,37,#N/A,NL SAN PEDRO VALLE,#N/A,#N/A
90571605,CASA DE BOLSA,EFECTIVO,,0,552355.47,PERSONA FISICA,NUEVO LEÓN,MASCULINO,31,#N/A,NL SAN PEDRO VALLE,#N/A,#N/A
93821205,CASA DE BOLSA,EFECTIVO,,48563.33,48589.03,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95647525,CASA DE BOLSA,EFECTIVO,,3267408.2,3267408.2,PERSONA FISICA,CDMX,MASCULINO,51,#N/A,CD MX MONTES URALES (CORPORATIVO),19.4285,99.1277
90178518,CASA DE BOLSA,EFECTIVO,,409719.92,409719.92,PERSONA FISICA,EDOMEX,MASCULINO,78,#N/A,EDO MEX GT LOMAS VERDES,19.4969,99.7233
95576039,CASA DE BOLSA,ACTIMED   ,FONDO,87810.59,87810.59,PERSONA FISICA,SONORA,FEMENINO,58,#N/A,SON HERMOSILLO PLAZA ANDENES,29.2972,110.3309
93797892,CASA DE BOLSA,ACTIMED   ,FONDO,32667497.52,32667497.52,PERSONA MORAL,NUEVO LEÓN,SIN GENERO,PM,#N/A,NL SAN PEDRO VALLE,#N/A,#N/A
95989836,CASA DE BOLSA,EFECTIVO,,19.01,38.02,PERSONA FISICA,SINALOA,MASCULINO,26,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
90511064,CASA DE BOLSA,ALTERNA   ,FONDO,1134048.95,1639369.06,PERSONA FISICA,CDMX,FEMENINO,59,#N/A,CD MX LINDAVISTA,19.4285,99.1277
90139171,CASA DE BOLSA,ACTIREN   ,FONDO,962403.83,962403.83,PERSONA FISICA,CDMX,FEMENINO,66,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
93720894,CASA DE BOLSA,ACTIMED   ,FONDO,2110699.29,2912870.23,PERSONA FISICA,JALISCO,MASCULINO,63,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
90127382,CASA DE BOLSA,CEMEX     ,CAPITALES,79987.17,79993.75,PERSONA FISICA,EDOMEX,MASCULINO,54,#N/A,EDO MEX SATELITE,19.4969,99.7233
90003849,CASA DE BOLSA,ACTIG+    ,FONDO,355757.12,355757.12,PERSONA MORAL,SINALOA,SIN GENERO,PM,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
95713418,CASA DE BOLSA,ACTICRE   ,FONDO,131557.38,186484.28,PERSONA FISICA,AGUASCALIENTES,MASCULINO,61,#N/A,AGS AGUASCALIENTES NTE 509,21.8853,102.2916
94711546,CASA DE BOLSA,SNX       ,FONDO,11262490.74,11262490.74,PERSONA FISICA,CIUDAD DE MÉXICO,FEMENINO,70,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
95092946,CASA DE BOLSA,DINAMO    ,FONDO,5150581.86,10965476.23,PERSONA FISICA,CDMX,FEMENINO,84,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95640140,CASA DE BOLSA,EFECTIVO,,131182.98,131213.05,PERSONA FISICA,CDMX,FEMENINO,37,ENROLADO,CD MX PATIO UNIVERSIDAD,19.4285,99.1277
90024571,CASA DE BOLSA,ACTIMED   ,FONDO,26689.11,26689.11,PERSONA FISICA,CDMX,FEMENINO,84,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95729224,CASA DE BOLSA,ALTERNA   ,FONDO,1977520.8,1978204.25,PERSONA FISICA,CDMX,MASCULINO,44,#N/A,CD MX LINDAVISTA,19.4285,99.1277
90217522,CASA DE BOLSA,MSFT      ,CAPITALES,2678496.11,2678496.11,PERSONA FISICA,CDMX,FEMENINO,66,#N/A,CD MX ALTAVISTA,19.4285,99.1277
94943073,CASA DE BOLSA,ACTIREN   ,FONDO,4673.54,4673.54,PERSONA FISICA,MICHOACÁN,FEMENINO,18,#N/A,MICH MOR AV LAZARO CARDENAS,19.5665,101.7068
93467652,CASA DE BOLSA,EFECTIVO,,3124230.74,3124230.74,PERSONA FISICA,MICHOACÁN,MASCULINO,68,#N/A,MICH MOR AV LAZARO CARDENAS,19.5665,101.7068
90013087,CASA DE BOLSA,ACTIMED   ,FONDO,8659.57,8659.57,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95786034,CASA DE BOLSA,EFECTIVO,,40577.96,44643.83,PERSONA FISICA,EDOMEX,FEMENINO,57,#N/A,EDO MEX SATELITE,19.4969,99.7233
95116810,CASA DE BOLSA,EFECTIVO,,781780.78,781780.78,PERSONA FISICA,EDOMEX,FEMENINO,92,#N/A,EDO MEX METEPEC PLAZA IZAR,19.4969,99.7233
93610103,CASA DE BOLSA,MAXIMO    ,FONDO,1517098.38,4943346.3,PERSONA FISICA,NUEVO LEÓN,MASCULINO,72,#N/A,NL MTY VISTA HERMOSA,#N/A,#N/A
95834156,CASA DE BOLSA,VTLS-RF   ,FONDO,5850567.29,5850567.29,PERSONA MORAL,SINALOA,SIN GENERO,PM,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
93397578,CASA DE BOLSA,EFECTIVO,,141583.49,141583.49,PERSONA FISICA,CDMX,MASCULINO,73,#N/A,CD MX MONTES URALES,19.4285,99.1277
95476974,CASA DE BOLSA,ACTIMED   ,FONDO,915238.57,4609349.48,PERSONA FISICA,CDMX,MASCULINO,55,#N/A,CD MX TERRAZA PEDREGAL,19.4285,99.1277
90086075,CASA DE BOLSA,EFECTIVO,,1537524.5,1537524.5,PERSONA FISICA,CDMX,FEMENINO,47,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
96008966,CASA DE BOLSA,ACTIMED   ,FONDO,3660507.99,3660507.99,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX CORPORATIVO,19.4285,99.1277
95661617,CASA DE BOLSA,EFECTIVO,,269306.78,270002.34,PERSONA FISICA,CDMX,FEMENINO,68,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
95679957,CASA DE BOLSA,EFECTIVO,,833901.64,838140.56,PERSONA FISICA,QUERETARO,FEMENINO,69,#N/A,QRO QUERETARO BERNARDO QUINTANA,20.5888,100.3899
93708147,CASA DE BOLSA,ACTI500   ,FONDO,1810525.31,2115526.46,PERSONA FISICA,CDMX,FEMENINO,47,#N/A,CD MX MONTES URALES (CORPORATIVO),19.4285,99.1277
95835930,CASA DE BOLSA,VTLS-RF   ,FONDO,688161.68,688161.68,PERSONA MORAL,SINALOA,SIN GENERO,PM,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
93623502,CASA DE BOLSA,EFECTIVO,,3419085.72,7678528.74,PERSONA FISICA,EDOMEX,FEMENINO,68,#N/A,EDO MEX TOLUCA V CARRANZA,19.4969,99.7233
93623502,CASA DE BOLSA,EFECTIVO,,3419106.7,7678528.74,PERSONA FISICA,EDOMEX,FEMENINO,68,#N/A,EDO MEX TOLUCA V CARRANZA,19.4969,99.7233
93774529,CASA DE BOLSA,ACTIGOB   ,FONDO,413837.11,413837.11,PERSONA FISICA,CDMX,MASCULINO,52,#N/A,CD MX MONTES URALES (CORPORATIVO),19.4285,99.1277
93866838,CASA DE BOLSA,ACTIREN   ,FONDO,864741.57,902348.65,PERSONA FISICA,CDMX,MASCULINO,29,#N/A,CD MX JULIO VERNE POLANCO,19.4285,99.1277
95358354,CASA DE BOLSA,ACTICRE   ,FONDO,3361984.12,3375476.61,PERSONA FISICA,NUEVO LEÓN,MASCULINO,62,#N/A,NL SAN PEDRO VALLE,#N/A,#N/A
95697975,CASA DE BOLSA,ACTIREN   ,FONDO,906558.17,906558.17,PERSONA FISICA,JALISCO,MASCULINO,26,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
95767695,CASA DE BOLSA,EFECTIVO,,430419.36,430420.56,PERSONA FISICA,CDMX,MASCULINO,57,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95819975,CASA DE BOLSA,VTLS-RV   ,FONDO,4409609.43,4409609.43,PERSONA MORAL,SINALOA,SIN GENERO,PM,#N/A,SIN CENTRO FINANCIERO,25.8227,108.2217
95470043,CASA DE BOLSA,ACTICOB   ,FONDO,3097.33,11801.26,PERSONA FISICA,CDMX,FEMENINO,59,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
90836883,CASA DE BOLSA,ACTIREN   ,FONDO,27571.98,497814.59,PERSONA FISICA,SINALOA,FEMENINO,52,ENROLADO,SIN CENTRO FINANCIERO,25.8227,108.2217
93665743,CASA DE BOLSA,ALTERNA   ,FONDO,12012374.65,14537061.21,PERSONA FISICA,CDMX,MASCULINO,60,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
90077058,CASA DE BOLSA,EFECTIVO,,9280012.4,9280012.53,PERSONA FISICA,CDMX,FEMENINO,80,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
94405180,CASA DE BOLSA,EFECTIVO,,2178670.06,2178670.06,PERSONA FISICA,CDMX,MASCULINO,68,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
90068065,CASA DE BOLSA,ACTIREN   ,FONDO,1022455.25,1022455.25,PERSONA FISICA,CDMX,FEMENINO,36,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
90188574,CASA DE BOLSA,ACTIG+    ,FONDO,129667.31,129667.31,PERSONA FISICA,QUERETARO,MASCULINO,43,ENROLADO,QRO QUERETARO BERNARDO QUINTANA,20.5888,100.3899
90115411,CASA DE BOLSA,EFECTIVO,,727361.15,727364.34,PERSONA FISICA,AGUASCALIENTES,FEMENINO,55,#N/A,AGS AGUASCALIENTES NTE 509,21.8853,102.2916
95139937,CASA DE BOLSA,EFECTIVO,,52318.8,52318.8,PERSONA FISICA,CDMX,MASCULINO,31,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95060406,CASA DE BOLSA,IMPULSA   ,FONDO,7792826.54,8127386.84,PERSONA FISICA,COAHUILA,FEMENINO,72,#N/A,COAH TORREON B INDEPENDENCIA,27.0587,101.7068
93597540,CASA DE BOLSA,EFECTIVO,,2626079.64,3895339.06,PERSONA FISICA,EDOMEX,MASCULINO,71,#N/A,EDO MEX SATELITE,19.4969,99.7233
93619872,CASA DE BOLSA,ACTI500   ,FONDO,585244.47,585244.47,PERSONA FISICA,EDOMEX,MASCULINO,47,#N/A,EDO MEX GT LOMAS VERDES,19.4969,99.7233
93559045,CASA DE BOLSA,EFECTIVO,,205673.84,205673.84,PERSONA FISICA,EDOMEX,MASCULINO,48,#N/A,EDO MEX SATELITE,19.4969,99.7233
93613941,CASA DE BOLSA,ACTIREN   ,FONDO,155810.05,268596.69,PERSONA FISICA,CDMX,FEMENINO,82,#N/A,CD MX TERRAZA PEDREGAL,19.4285,99.1277
93863090,CASA DE BOLSA,EFECTIVO,,0,340567.37,PERSONA FISICA,CDMX,MASCULINO,50,#N/A,CD MX MONTES URALES ,19.4285,99.1277
95491718,CASA DE BOLSA,ACTIREN   ,FONDO,20473.48,20473.48,PERSONA FISICA,EDOMEX,MASCULINO,41,#N/A,EDO MEX SATELITE,19.4969,99.7233
90191305,CASA DE BOLSA,EFECTIVO,,180310.35,180310.35,PERSONA FISICA,NUEVO LEÓN,MASCULINO,72,#N/A,NL SAN PEDRO VALLE,#N/A,#N/A
94123957,CASA DE BOLSA,ACTICRE   ,FONDO,52337367.22,55525354.19,PERSONA FISICA,CDMX,MASCULINO,76,#N/A,CD MX ALTAVISTA,19.4285,99.1277
90023359,CASA DE BOLSA,EFECTIVO,,190633.29,190633.29,PERSONA FISICA,CDMX,MASCULINO,73,#N/A,CD MX XOLA,19.4285,99.1277
96050752,CASA DE BOLSA,SALUD,FONDO,18983635.46,18983635.46,PERSONA FISICA,COAHUILA,MASCULINO,52,#N/A,COAH SALTILLO PARQUE CENTRO,27.0587,101.7068
95255527,CASA DE BOLSA,ACTIMED   ,FONDO,3039.94,3039.94,PERSONA FISICA,CDMX,MASCULINO,58,ENROLADO,CD MX JULIO VERNE POLANCO,19.4285,99.1277
94686235,CASA DE BOLSA,EFECTIVO,,21475253.91,21475254.56,PERSONA FISICA,CDMX,MASCULINO,62,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
90228958,CASA DE BOLSA,EFECTIVO,,79929.22,80929.22,PERSONA FISICA,SINALOA,FEMENINO,44,ENROLADO,SIN CENTRO FINANCIERO,25.8227,108.2217
94167053,CASA DE BOLSA,EFECTIVO,,814724.87,814724.87,PERSONA FISICA,CDMX,FEMENINO,84,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95976973,CASA DE BOLSA,EFECTIVO,,176378.54,206378.54,PERSONA FISICA,CDMX,FEMENINO,42,ENROLADO,CD MX ALTAVISTA,19.4285,99.1277
95265765,CASA DE BOLSA,EFECTIVO,,642194.59,642194.59,PERSONA FISICA,CDMX,MASCULINO,36,#N/A,CD MX MONTES URALES,19.4285,99.1277
96116231,CASA DE BOLSA,ACTIMED   ,FONDO,801685.54,801685.54,PERSONA FISICA,QUINTANA ROO,MASCULINO,79,#N/A,QROO CANCUN PLAZA HOLLYWOOD,19.1817,88.4791
93591436,CASA DE BOLSA,EFECTIVO,,3425.69,4425.69,PERSONA FISICA,GUANAJUATO,MASCULINO,62,ENROLADO,GTO SMA PLAZA LUCIERNAGA,21.019,101.2574
95520375,CASA DE BOLSA,EFECTIVO,,1011443.81,1011443.81,PERSONA FISICA,EDOMEX,FEMENINO,77,#N/A,EDO MEX TOLUCA V CARRANZA,19.4969,99.7233
90081589,CASA DE BOLSA,EFECTIVO,,4284480.04,4284480.04,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
90135500,CASA DE BOLSA,EFECTIVO,,3306780.92,3306780.92,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
93929859,CASA DE BOLSA,EFECTIVO,,279037.06,279053.22,PERSONA FISICA,CDMX,FEMENINO,40,#N/A,CD MX MONTES URALES (CORPORATIVO),19.4285,99.1277
95182424,CASA DE BOLSA,EFECTIVO,,144293.03,144293.03,PERSONA FISICA,CDMX,MASCULINO,51,#N/A,CD MX XOLA,19.4285,99.1277
90018110,CASA DE BOLSA,ACTICOB   ,FONDO,631462.55,631546.92,PERSONA FISICA,EDOMEX,MASCULINO,49,ENROLADO,EDO MEX SATELITE,19.4969,99.7233
95768032,CASA DE BOLSA,ACTIG+    ,FONDO,3018852.34,30975577.97,PERSONA FISICA,EDOMEX,MASCULINO,59,#N/A,EDO MEX SATELITE,19.4969,99.7233
96133780,CASA DE BOLSA,EFECTIVO,,501003.96,537596.08,PERSONA FISICA,CDMX,FEMENINO,39,#N/A,CD MX TERRAZA PEDREGAL,19.4285,99.1277
92425149,CASA DE BOLSA,EFECTIVO,,2010370.46,2010370.46,PERSONA FISICA,QUERETARO,FEMENINO,80,#N/A,QRO QUERETARO BERNARDO QUINTANA,20.5888,100.3899
94392131,CASA DE BOLSA,EFECTIVO,,2752387.33,2752387.33,PERSONA FISICA,EDOMEX,MASCULINO,80,#N/A,EDO MEX SATELITE,19.4969,99.7233
95716379,CASA DE BOLSA,EFECTIVO,,475308.73,981905.49,PERSONA FISICA,EDOMEX,MASCULINO,56,#N/A,EDO MEX SATELITE,19.4969,99.7233
90121963,CASA DE BOLSA,EFECTIVO,,606624.08,606624.08,PERSONA FISICA,CDMX,MASCULINO,49,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
93801322,CASA DE BOLSA,EFECTIVO,,0,59293.96,PERSONA FISICA,CDMX,MASCULINO,59,#N/A,CD MX CORPORATIVO,19.4285,99.1277
90026360,CASA DE BOLSA,EFECTIVO,,241120.36,241120.36,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
90626698,CASA DE BOLSA,EFECTIVO,,0,0,PERSONA FISICA,QUINTANA ROO,FEMENINO,59,#N/A,QROO CANCUN PLAZA HOLLYWOOD,19.1817,88.4791
90366600,CASA DE BOLSA,ALTERNA   ,FONDO,1097896.1,3097896.1,PERSONA FISICA,CDMX,MASCULINO,57,#N/A,CD MX LINDAVISTA,19.4285,99.1277
93630473,CASA DE BOLSA,ACTIVAR   ,FONDO,720317865.4,720328217.2,PERSONA FISICA,SINALOA,FEMENINO,77,#N/A,SIN LOS MOCHIS PLAZA ROSALES,25.8227,108.2217
90106600,CASA DE BOLSA,EFECTIVO,,303427.42,303427.42,PERSONA FISICA,EDOMEX,MASCULINO,79,ENROLADO,EDO MEX METEPEC PLAZA IZAR,19.4969,99.7233
95606208,CASA DE BOLSA,EFECTIVO,,27626.6,27626.6,PERSONA FISICA,NUEVO LEÓN,FEMENINO,48,#N/A,NL MTY VISTA HERMOSA,#N/A,#N/A
94186038,CASA DE BOLSA,ALTERNA   ,FONDO,1771851.13,1772303.05,PERSONA FISICA,CDMX,MASCULINO,74,#N/A,CD MX SANTA FE BANCO PB,19.4285,99.1277
90363904,CASA DE BOLSA,DINAMO    ,FONDO,384261.54,422914.09,PERSONA FISICA,CDMX,FEMENINO,64,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
93794360,CASA DE BOLSA,ALTERNA   ,FONDO,574875.29,898809.81,PERSONA FISICA,CDMX,FEMENINO,51,#N/A,CD MX MONTES URALES,19.4285,99.1277
90024027,CASA DE BOLSA,EFECTIVO,,26301424.87,26301424.87,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
90039348,CASA DE BOLSA,EFECTIVO,,3288601.68,3288601.68,PERSONA FISICA,EDOMEX,MASCULINO,57,#N/A,EDO MEX TECAMACHALCO,19.4969,99.7233
93698280,CASA DE BOLSA,DINAMO    ,FONDO,7178873.57,32551797.04,PERSONA FISICA,JALISCO,MASCULINO,85,#N/A,JAL ZAPOPAN ANDARES CB,20.6595,103.3494
90058132,CASA DE BOLSA,ACTIREN   ,FONDO,0,48.88,PERSONA FISICA,YUCATÁN,MASCULINO,32,#N/A,YUC MERIDA PLAZA LUXUS ALTABRISA,20.7099,89.0943
95210415,CASA DE BOLSA,ACTIMED   ,FONDO,245967880.2,49737142.5,PERSONA MORAL,NUEVO LEÓN,SIN GENERO,PM,#N/A,NL SAN PEDRO VALLE,#N/A,#N/A
90128844,CASA DE BOLSA,FLOT      ,CAPITALES,2083378.35,2187096.45,PERSONA FISICA,CDMX,MASCULINO,44,#N/A,CD MX MONTES URALES (CORPORATIVO),19.4285,99.1277
93783694,CASA DE BOLSA,EFECTIVO,,800529.78,1413209.24,PERSONA FISICA,CDMX,MASCULINO,67,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
93578599,CASA DE BOLSA,EFECTIVO,,2806117.05,2806117.05,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX MONTES URALES,19.4285,99.1277
93853109,CASA DE BOLSA,ACTIGOB   ,FONDO,199999.99,200000.11,PERSONA FISICA,CDMX,MASCULINO,57,#N/A,CD MX PATIO UNIVERSIDAD,19.4285,99.1277
94816907,CASA DE BOLSA,WALMEX    ,CAPITALES,484518.46,484518.46,PERSONA FISICA,MORELOS,FEMENINO,62,#N/A,MOR CUERNAVACA DOMINGO DIEZ,18.6813,99.1013
93829372,CASA DE BOLSA,EFECTIVO,,1629027.98,1629027.98,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
90014556,CASA DE BOLSA,EFECTIVO,,1725871.27,1725871.27,PERSONA FISICA,CDMX,MASCULINO,63,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
94753746,CASA DE BOLSA,EFECTIVO,,1182365.93,1182365.93,PERSONA FISICA,CDMX,FEMENINO,48,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
90136771,CASA DE BOLSA,ACTIMED   ,FONDO,5127418.83,5127418.83,PERSONA FISICA,PUEBLA,MASCULINO,58,#N/A,PUE CHOLULA CITY ANGELOPOLIS,19.0414,98.2063
95898219,CASA DE BOLSA,ACTIMED   ,FONDO,165738599.9,165738599.9,PERSONA MORAL,NUEVO LEÓN,SIN GENERO,PM,#N/A,NL SAN PEDRO VALLE,#N/A,#N/A
93891174,CASA DE BOLSA,SNX       ,FONDO,2832834.53,8374143.53,PERSONA FISICA,CDMX,FEMENINO,61,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
93591626,CASA DE BOLSA,EFECTIVO,,1831.03,5584.4,PERSONA FISICA,SINALOA,FEMENINO,46,ENROLADO,SIN CENTRO FINANCIERO,25.8227,108.2217
93671147,CASA DE BOLSA,ACTIREN   ,FONDO,210739.02,530739.02,PERSONA FISICA,SINALOA,MASCULINO,50,ENROLADO,SIN CENTRO FINANCIERO,25.8227,108.2217
95183901,CASA DE BOLSA,EFECTIVO,,507695.85,507695.85,PERSONA FISICA,EDOMEX,FEMENINO,26,#N/A,EDO MEX TOLUCA V CARRANZA,19.4969,99.7233
96005921,CASA DE BOLSA,EFECTIVO,,290521.34,290522.06,PERSONA FISICA,SINALOA,MASCULINO,51,ENROLADO,SIN CENTRO FINANCIERO,25.8227,108.2217
